time_et,exchange,price,change,volume,buyer,seller,markers,symbol,date,date_parsed
11:38:00,C,0.315,0.015,9500,57 Interactive,79 CIBC,K,DOCT,20251121,2025-11-21
11:38:00,H,0.315,0.015,500,57 Interactive,1 Anonymous,K,DOCT,20251121,2025-11-21
10:44:15,H,0.315,0.015,500,124 Questrade,1 Anonymous,K,DOCT,20251121,2025-11-21
10:01:57,D,0.31,0.05,97,80 National Bank,80 National Bank,E,DOCT,20251121,2025-11-21
09:30:00,D,0.31,0.05,3,80 National Bank,80 National Bank,E,DOCT,20251121,2025-11-21
15:59:03,H,0.33,0.03,500,80 National Bank,1 Anonymous,K,DOCT,20251124,2025-11-24
11:11:57,C,0.315,0.015,1500,84 ITG84,7 TD Sec,K,DOCT,20251124,2025-11-24
10:43:37,M,0.33,0.03,304,80 National Bank,80 National Bank,E,DOCT,20251124,2025-11-24
10:26:56,M,0.32,0.02,500,124 Questrade,1 Anonymous,,DOCT,20251124,2025-11-24
09:30:00,C,0.33,0.03,2,124 Questrade,36 Latimer,E,DOCT,20251124,2025-11-24
09:30:00,C,0.33,0.03,102,80 National Bank,36 Latimer,E,DOCT,20251124,2025-11-24
09:30:00,C,0.33,0.03,500,80 National Bank,1 Anonymous,K,DOCT,20251124,2025-11-24
15:03:15,M,0.32,0.005,61,7 TD Sec,7 TD Sec,E,DOCT,20251125,2025-11-25
13:10:25,C,0.32,0.005,500,84 ITG84,9 BMO Nesbitt,K,DOCT,20251125,2025-11-25
10:37:05,M,0.315,,30,7 TD Sec,7 TD Sec,E,DOCT,20251125,2025-11-25
10:16:43,D,0.315,0.035,30,1 Anonymous,33 Canaccord,E,DOCT,20251125,2025-11-25
09:30:00,C,0.32,0.005,26,36 Latimer,80 National Bank,E,DOCT,20251125,2025-11-25
09:30:00,D,0.33,0.035,1,7 TD Sec,1 Anonymous,E,DOCT,20251125,2025-11-25
09:30:00,C,0.32,0.005,500,84 ITG84,80 National Bank,K,DOCT,20251125,2025-11-25
